"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","","159213140.003286","164271590.835566","168186331.271262","224495789.265476","255340526.745302","266533659.162216","282615367.46488","311396000.321084","295062138.067838","309405316.058955","335569088.717833","391669449.25347","493237544.352934","613010958.14599","703378653.350029","775046377.591752","799029666.591345","804629876.770723","951900945.200283","1047924649.11779","1105495368.38146","1108776010.25575","1165170625.65959","1074373735.45291","1009723326.31752","1186628778.51236","1344665270.68865","1414951854.05644","1450647019.20509","1506914407.82331","2133688270.32436","2164292208.16528","1847350611.72458","1944876755.00708","2091731420.68923","2132081881.91398","2072001066.8212","2032345831.83005","1985924386.91448","1779523344.34106","1746064718.79169","1777058592.98812","2051147606.73687","2362501023.24249","2936019525.60241","3919577285.92703","4346206808.54026","5206444406.66154","4714592492.92972","5628882266.37767","6764635686.79345","6728208836.22143","7223063169.72749","6592537781.81518","6166857628.62212","6398744505.08129","6799075418.99441","7354430040.11966","7889662452.16785","7913680231.1828",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","704033525.405972","823634464.910024","1015365145.29554","1211141231.11555","1131788191.50736","1142393554.52358","1078408829.616","1090276947.25872","1040557089.33864","1076121094.38239","1462900255.4506","1880852914.22714","2134517067.65295","2181930254.82301","2653480001.34558","2856890680.60285","3224267547.80508","3263368410.01813","3558137040.37772","4040345933.2923","4421943910.49749","4187367601.73431","4169664285.38681","4343710332.80658","4663313620.01707","4613630622.77501","4841310239.63687","5816553826.85519","6578844486.06288","6488750452.60067","7028803365.70151","8150138757.15741","9990370016.30771","9128843109.15588","10003670690.3497","11518393367.2403","11668685524.1265","12129642296.4425","12803445933.5894","11692287066.381","12232463655.5727","13259351418.4459","14181951058.5129","14045808843.221","10920606197.6928",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162956740.865183","174576508.469831","183116337.673247","190816183.676326","194736105.277894","229455410.891782","260394792.104158","269814968.240817","245169806.792272","265810632.425297","290531621.264851","365386929.835119","406062874.251497","444281703.893568","548621017.593913","613220652.928919","670317634.173056","806290840.624654","949034016.830627","1058269065.98115","1237655461.1501","1237685691.94683","1180104216.01137","1223186840.31324","1208008985.42522","1131347798.26653","1183654827.79002","1183094127.76747","1379924257.21313","1590215582.53307","1880771556.30474","2203545856.66893","1799517081.56412","2070636935.58644","1181802596.03498","1397457932.30697","2281034131.36493","2663234933.89767","1750584265.28754","1775921718.10534","1743506531.32652","1716502862.2954","3495748397.63025","3208837077.25069","3476094498.87517","3655909664.1423","3998020176.67364","4432937045.79897","5321012192.33619","6191127665.1963","6959655570.89098","8004000737.30717","6028487928.83351","5518880768.57955","6047813437.31804","6373212640.84604","5433040159.88747","8943543677.18899","9880675785.93057","11025357837.607","12182348212.7073",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","1916241996.60264","1901868548.28172","2001502678.6881","2510126747.68065","2674441395.53116","2956356984.18921","3143538481.64119","3188945511.56409","3330393309.81315","3664575983.27453","3864170913.36731","4244340333.51899","5043268548.73032","7662996766.66803","9496074114.07918","9298800799.46702","11050125904.9418","13139397879.1695","16358376511.2263","21213672089.1976","24488033442.0506","25004557093.8761","26804401815.5348","30346788437.5135","33943505717.6993","31200161095.4491","27734562640.4277","32181695507.2234","35271880250.4964","38848567631.4235","44024178343.0071","49143148094.2683","59167550162.956","66894837030.4184","74478356957.7808","88705342902.7113","100855393910.486","100005323301.867","72167498980.8398","79148421052.6316","93789736842.1053","92783947368.4211","100845526315.789","110202368421.053","124749473684.211","143534102611.497","162691238209.476","193547824063.3","230813897715.69","202257625195.063","255016609232.871","297951960784.314","314443149443.149","323277158906.979","338061963396.376","301354803994.367","301255380276.258","319112136545.438","358791603677.728","365276282438.141","337006066373.26",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","583846188346.724","604324202050.644","647421597617.883","683726355213.516","735285089547.337","798329518629.68","876222557410.438","927523758485.753","1014479810519.9","1099213311661.69","1161385395320.13","1264333061774.61","1392428220486.92","1556967358814.12","1705964297341.51","1859083029689.34","2080373864908.72","2293885157028.68","2570707667537.48","2870922302612.26","3131774126516.07","3513994963656.99","3658081025119.14","3975475111781.89","4393971258071.62","4704774999482.75","4958242427343.98","5287828242049.45","5745207451214.25","6208137243275.24","6558665950908.47","6770092083643.19","7114394589252.92","7437550121856.44","7867242439537.61","8245811373433.4","8704363777972.13","9235474283855.56","9699948950000","10312400831271.1","11000599098931.6","11324483674355.4","11701005616098","12357971049634.8","13244904088278.2","14214616964778.7","15140020223591","15927446063783.3","16272813774721.7","15830214167157.3","16616030620486.3","17342220425174.5","18031752018521.6","18637912373835","19339327561439.9","19801463926217.1","20279970339907.4","21199387143244.1","22340938595869.6","23182285203906","22544625986481.3",
"Namibia","NAM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","2422096074.58458","2249854740.00185","2118741468.84323","2297400687.57457","1951229617.58386","1608219310.31522","1809073861.75129","2300105497.12572","2495059627.44074","2535113565.48832","2789944497.95827","2996885561.14873","3429538534.36185","3251230620.92603","3666501464.45871","3978497753.02583","3989208661.87519","4154955685.76389","3873098656.00637","3868541599.14887","3922247989.85562","3557333364.30795","3349184760.02543","4926471294.30116","6609198832.76313","7248394160.35502","8001779551.06323","8839526451.57632","8607475308.11833","8938868165.39165","11431334447.4305","12523402328.7671","13042007432.4489","12043276397.1652","12435416060.2791","11335179562.0211","10721994676.6562","12895153160.466","13682062249.2236","12496781719.7752","10619194505.3543",
"New Caledonia","NCL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","159594492.305776","164206536.282721","180036767.47076","215507162.35574","263108841.078205","358815683.716576","413985777.670322","506808996.960657","542293400.026544","637403479.72901","816652167.285134","798313524.683111","837620127.341416","846004692.259462","1047225724.4525","1182463958.6966","972564156.966739","904599871.53447","823857894.288438","796066192.89799","854820894.09777","1201321509.29895","1488093104.52988","2072775508.28058","2185082943.58021","2529440424.33462","2653780677.01073","2923883289.6371","2822243775.1099","3038728391.45878","3628440524.39278","3606968436.36758","3291131295.15184","3556304834.44773","3647802046.42375","3420032041.95867","3297734885.86956","3740056751.27996","4915353825.41377","5895008984.92881","6238629461.54527","6979155408.87349","8819917186.64951","9067619728.70031","8704438060.51857","9364350064.99003","10351448025.3062","9659151908.65882","10151382876.8157","10635035550.0101","8738203041.54819","8724568970.67891","9173669999.5986","9846920284.01006","9438127994.09456","",
"Niger","NER","GDP (current US$)","NY.GDP.MKTP.CD","449526872.565486","485785234.940376","531736492.909178","586294761.493516","582816358.347155","673383604.238783","702296184.361344","665586975.088302","641214210.668969","625867922.677513","649916708.242418","693573595.320975","742779740.393512","946385033.011918","1026136974.47536","1048690933.21027","1064517574.56042","1291457973.12517","1774365275.18226","2109278101.9887","2508524186.43352","2170893038.90053","2017611927.4037","1803099731.54257","1461243212.42814","1440581533.7564","1904097020.29333","2233005822.58534","2280356338.22867","2179567107.50159","3512356353.0798","3285796979.79737","3386232592.01834","3052673622.85839","1938058161.25116","2302537682.18029","2405687081.12795","2290318800.33457","2643363406.97664","2537790022.73535","2241753120.21267","2448714680.56221","2782192986.95772","3394084884.67098","3760443965.72976","4383315656.99096","4756361479.98873","5731485267.33492","7297600896.86099","7352131669.2941","7851191899.3408","8772951261.81807","9426913349.22319","10224897934.722","10862944203.5591","9683867893.68343","10398862244.9737","11185102399.5762","12808660528.0617","12916455161.1081","13741378450.136",
"Nigeria","NGA","GDP (current US$)","NY.GDP.MKTP.CD","4196092258.15484","4467200335.99328","4909302953.94092","5165489010.2198","5552822483.55033","5874422511.54977","6366792664.14672","5203135937.28125","5200895982.08036","6634187316.25367","12545849083.0183","9181769911.50443","12274416017.7976","15162871287.1287","24846641318.1242","27778934624.6973","36308883248.731","36035407725.3219","36527862208.7133","47259911894.2731","64201788122.6054","164475209515.19","142769363313.375","97094911790.6948","73484359521.0997","73745821156.2996","54805852581.1516","52676041930.5791","49648470439.7963","44003061108.3357","54035795388.0915","49118433047.5318","47794925814.7558","27752204320.0883","33833042987.7582","44062465800.1706","51075815092.5","54457835193.4927","54604050168.1818","59372613485.6576","69448756932.5833","74030364472.0506","95385819320.5737","104911947834.122","136385979322.437","176134087150.341","236103982431.635","275625684968.615","339476215683.592","295008767295.038","361456622215.721","404993594133.582","455501524575.498","508692961937.492","546676374567.721","486803295097.89","404650006428.613","375746469538.666","397190484464.308","448120428858.769","432293776262.398",
"Nicaragua","NIC","GDP (current US$)","NY.GDP.MKTP.CD","223854666.666667","240524723.428571","265291588.666667","292916241.142857","341973758.857143","566542872.357143","606671444","657171436.714286","695899980.428571","747971449.571429","776585681.071429","826571413.428571","880842890.071429","1093571441.5","1520900045.14286","1590428522.64286","1847871371.71429","2239857060.57143","2142128603.78571","1527852635.63158","2189347367.52632","2448290109.65","2465165179.69565","2743341724.08333","3105517091.41379","2683816288.7907","2885710608.88079","3851213727.67857","2630904261.83247","1013184745.70715","1009455483.87097","1488804123.71134","1792800000","1756454248.36601","3863185119.04762","4140470000","4308351902.78601","4389965590.96538","4635267224.84195","4855717874.68247","5107329007.0922","5323146565.70315","5224213017.54386","5322454925.84746","5795568204.64532","6321335612.22233","6763418645.81377","7423421958.4248","8496946608.23151","8298679908.55232","8758592272.10579","9774262741.75783","10532006608.1447","10982979274.1922","11880434070.7811","12756706583.3113","13286083644.8761","13785876629.3189","13025239912.2751","12611218627.0632","12621505382.6062",
"Netherlands","NLD","GDP (current US$)","NY.GDP.MKTP.CD","12276734172.0828","13493833739.9949","14647057370.1418","15891241386.291","18699380731.3465","21000586933.2041","22867203317.4022","25087562181.3218","27817605743.2503","34035946604.1815","38164716625.0685","44579122807.0175","54706557264.4878","71840909664.1968","87243413394.5405","100249523353.085","109168720620.103","127016990212.804","155859695457.323","179669405690.432","195152092662.381","164134217080.279","158479527935.958","153445465987.182","143912664148.352","143845822717.622","200862095700.666","245046310922.541","261910508417.884","258336705808.999","318330511920.61","327500327675.625","362962872180.451","353550169672.52","379130260322.073","452301674444.139","450490196078.431","416812740004.518","438008220395.468","446898572341.786","416442786069.652","431213422818.792","471613965744.401","578792325056.433","657171591755.649","685092650167.89","733340860619.747","847481522036.682","947997656364.435","868077243678.8","846554894931.084","904085980796.018","838971306990.906","876923518850.405","890981311077.658","765264949780.999","783528181704.567","831809944960.879","913597086062.599","910194347568.626","913865395789.886",
"Norway","NOR","GDP (current US$)","NY.GDP.MKTP.CD","5163271598.15702","5632460936.54576","6066976682.67364","6510239502.76489","7159202706.48027","8058681060.159","8696460205.3397","9514496703.39762","10159934136.7838","11063065083.4888","12814123115.2613","14583114840.0629","17358610849.701","22534253702.8686","27145693810.1341","32877805200.023","35942270686.3374","41508030431.1074","46523091009.6713","53132244623.9213","64439382896.0156","63596654760.8677","62647195537.6511","61627240831.0948","62057955032.7758","65416879914.3907","78693253275.995","94230055658.6271","101900260856.222","102633789557.535","119791683307.507","121872464483.487","130838040067.584","120579072750.596","127131461119.927","152029612324.788","163520109150.671","161356631888.484","154163364302.66","162284465073.341","171247131268.604","173972218824.027","195524186477.617","228858506821.841","264511630666.983","308884284051.222","345581369965.54","400937100158.657","462250000000","386190385318.767","428757038466.841","498283438454.281","509506317146.541","522761531914.894","498410050251.256","385801550067.169","368827142857.143","398393955268.99","436999692591.454","405510000000","362522347110.364",
