"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28901836158.1921","31995012468.8279","33881392045.4545","30657030223.3903","28607921928.8175","25544128198.9955","27884615384.6154","30698633109.1343","27249786142.0017","35976714100.9056","38270206950.41","34110064452.1567","20481889763.7795","26265625000","33122307692.3077","47334148578.4164","54961936662.6066","67516236337.7158","87140405361.2292","63028320702.0343","74773444900.5368","34699395523.6073","81873662518.8238","65502870173.7831","41142722414.3351","27842131479.8726","26197143268.1243","37883243650.452","52607888717.9487","52091152228.3425","25418916028.8964",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","170370370.37037","194444444.444444","183333333.333333","197037037.037037","251481481.481481","284444444.444444","340000000","375555555.555556","429629629.62963","486666666.666667","579629629.62963","613703703.703704","674074074.074074","684814814.814815","713703703.703704","762962962.962963","788888888.888889","805925925.925926","877407407.407407","921851851.851852","932592592.592592","892592592.592592","900000000","987407407.407407","1066666666.66667","1135555555.55556","1268319185.18519","1336088814.81481","1437731111.11111","1401507888.88889","1486758037.03704","1576988407.40741","1605146777.77778","1664816740.74074","1755130814.81481","1808079888.88889","1865513444.44444","1996771444.44444","2065127259.25926","2118791555.55556","1616772740.74074",
"Latin America & Caribbean","LCN","GDP (current US$)","NY.GDP.MKTP.CD","","89564090129.0321","98132677715.8005","100055413984.542","110926896678.915","119245339327.014","131287210582.767","133957623486.636","143782380187.664","160652964275.746","175224507139.316","195449881829.744","219827913655.865","292393309317.522","379048165315.717","397541581665.912","436004315855.897","478835476756.344","542905024591.319","644226542790.062","782809198814.434","894372414082.528","829144835859.812","726346366249.965","726511107731.958","757639421051.716","763687800580.219","807485159614.976","900781775254.867","928627062219.973","1107710184716.12","1189322538003.51","1298588795308.74","1506891388934.14","1769013904328","1921483902218.85","2079134079244.1","2279341246887.16","2299992549284","2075437076988.71","2291889370137.98","2242579744921.55","2013414038665.23","2054273280275","2367829423753.77","2863236445710.96","3355801570060.71","3953553371385.31","4594255691385.77","4318352267558.78","5353326525498.75","6086927015359.73","6150388245718.36","6303267059984.89","6426942883850.93","5370990480732.59","5249213832711.26","5830526163632.21","5703878670404.77","5627255688192.71","4725519821856.69",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","106065260585.068","107481403917.625","107238604976.778","101527437202.884","100942454618.209","111141520404.577","121332322551.216","136737267362.398","143493293682.105","150377120011.29","163597934211.402","171363646772.312","169905955336.95","186880222618.83","196268323117.068","241534846473.573","280744320545.439","326183968750.833","389890520859.304","483807667772.364","577536126761.447","657565006277.319","907178932148.593","1317046350170.62","1723467571486.65","2207723501141.52","2876424708323.65","4020056078965.54","5482519735715.47","6176600092573.49","7236520774965.33","8655310962811.41","870580046892.79","893206045691.902","962291144015.947","944897315877.779","934969388327.575","1024343546809.85","1062085616749.24","1105828102660.32","1112301339068.53",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","83439188024.5728","86064547263.1177","83061641564.7645","81208016185.2053","88699235427.9972","103497494139.418","121541900212.754","100866225385.274","102717590048.171","110823260856.136","114897304306.619","110986561919.957","116349832748.394","114707600090.941","129412255515.887","143503523630.588","154208479208.106","158155259913.526","160838262761.954","188099299302.764","187902601486.307","201433046948.836","220121300324.653","258219889893.08","307883081469.424","356947473931.248","429942780348.684","514962385895.592","520947505542.22","577168675459.667","403234822822.694","383756014291.367","394766401791.618","422749913704.269","416827653898.75","385815187958.19","407990012215.498","424435637009.26","446839372323.894","457643836483.165",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90098330.6654471","104888628.171944","124941925.010473","165930611.729019","193983720.461869","246387479.177159","272493879.020643","303496276.263782","436918176.733781","503180669.994587","534701915.617354","511658690.561043","522090331.478107","524034109.856605","502617355.407073","529078995.563876","779365167.602424","1052843347.63948","1161757671.01756","1120000916.92646","1421466239.56234","1484152022.3152","1631197909.259","1673104493.77369","1948118227.68151","2428461395.34884","2504033252.42718","2298410390.68421","2479721340.8746","2664026095.06058","2483953102.79488","2491822706.80256","2688630822.53304","3070691319.52179","3454362685.96703","3659251525.8593","4000239272.61126","4601299566.81106","5081432924.0144","4504549214.22663","5082366478.08994","5739977477.47748","5456009384.66461","6391735893.83968","6657170923.37918","6268391521.19701","6237264055.20601","6474256118.61481","6839145106.86164","6684443550.01006","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15794972847.1683","15656327859.5696","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2985","24405791044.7761","28279814924.5918","32350248410.8216","40713812309.7316","42066217871.5349","56725749221.9043","65292753005.4665","68434409315.1123","74317806538.3632","79356449840.5771","80604080688.5775","82401038709.5356","87428128123.7209","87963042340.8379","83990946939.4651","80676681933.978",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","90334606444.9692","95598196303.7137","97125771056.1303","108064103571.75","121502817369.52","131211337491.78","120967241537.029","129236775961.432","139235909803.984","154835820239.565","171120940060.548","180281416580.265","195918841304.499","240897145979.688","321524659360.579","357116762923.024","397266753566.432","456827433936.418","503910353164.132","579536261356.097","703076667743.931","844376625635.342","869203094943.439","859107837408.709","848608943325.329","903345591983.331","961109734741.341","943470733513.412","963756238012.068","967476323011.586","1046423851937.79","993377823030.367","1061797466317.96","1086808564420.04","1186555543072.15","1363231699130.46","1536105034689.99","1604146999254.12","1535030033974.11","1729660503314.66","1870859826033.34","1988325167043.8","2324346905346.6","2949807886326.91","3617070893499.68","4401304215421.39","5485175869999.13","7230738763541.2","9071063641978.46","9831787475921.58","11735513080323","13781143474682","6285421589981.81","6343694020447.03","6583432656029.65","6458585149777.88","6737458245945.12","7246520795601.96","7346924046154.44","7735772656431.27","7384772400818.06",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","341377479789.247","326404977354.548","334888586228.333","362180471471.841","405806458347.046","448723264647.423","465491213452.143","476942699914.104","503351427257.904","562850543950.042","617070951875.663","664270516865.64","743136891062.947","945861227074.152","1201652023419.31","1330619658193.04","1429648337302.82","1606820261107.89","1743932852870.51","2069246155136.58","2434270292011.33","2734606766048.34","2697770384118.39","2604498398464.46","2634387310158.32","2793826781440.44","2907995343338.18","3010893047830.37","3192288848767.09","3262348198622.61","3739353626232.77","3608794564332.41","3787979605534.88","4078882576153.18","4493826472744.56","5085138084412.21","5585805439528.49","5939663183033.94","5823078215660.06","5791160393174.38","6364897970619.4","6506916816760.19","6893912940506.03","8065441188389.95","9745216897258.87","11766494780220.3","14226816501985.7","18075588222606.5","22291337442397","22567539367990.7","27143978622584.6","32077613044283.1","25826217907666.1","27316860781704.3","28224468593953.1","26795927102275.7","26943962906778.5","29594782323029.9","31411239801225.4","32218673113471.3","30991171994192",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274954","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","348746822.619267","386699308.859169","333158476.24212","268626912.549917","318862888.402626","402774852.652259","470389179.678909","495404888.092424","596415104.549144","704329192.771521","831033941.093969","835592802.276831","878250450.602681","1001889856.91048","946123275.88212","997996028.645833","928458205.958432","912771290.61298","887295267.875155","825706961.238689","775780697.676625","1157832934.55127","1511236655.52047","1682350934.85132","1800105589.60349","1682016947.22798","1766825412.77296","1740830510.87482","2234731973.55119","2579421686.24912","2477702252.80078","2367113170.00373","2441053175.70743","2359759799.04224","2114323793.98266","2306843528.52853","2514146887.91664","2366213068.57507","1875227642.47384",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","190638219224.182","173217770402.06","176450045325.624","193138719907.001","212049740363.253","238288620134.353","265434726816.092","266801108816.995","271537994725.6","302816243090.479","344591500150.681","383074582107.851","440102974125.88","567196413525.345","667222609350.416","733894548019.391","791141109355.548","917670063589.354","954875303904.333","1135709671770.74","1298658013886.99","1362578006995.13","1385953446551.9","1273580273240.78","1329994143999.27","1439148887253.9","1532588941422.18","1617569638481.07","1765770911935","1811567198981.42","1946877337292.35","1962668917976.54","2010046974384.65","2094205388275.3","2433553893438.85","3016058496496.86","3326514565640.34","3483089448830.87","3353405024079.37","3098743575690.67","3402666635829.76","3517386354505.58","3727667418995.22","4246849627151.31","5106248595258.33","6162939672286.76","7437913382719.21","9370862110648.88","11647616055831.1","11255941488095.6","13502132102916.3","16452509381141.5","17598957474090.2","18967644032580.4","19689758374414.3","18462701729536.9","18510516644486.3","20540999218256.1","22520234547004.3","22946895238179.1","22424057107160.4",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7867140395.33705","8382519637.46224","10118631851.5322","11239547690.9797","10971583944.7561","11524776866.6379","12237388001.7264","14259781159.0119","18781721376.1985","22627507451.5648","26097677571.8373","30183575103.5262","39697891351.9431","47797551587.8823","37388122046.1496","37128694028.243","43535051482.3869","42927454291.478","46523420074.4372","48533659592.1728","41418872976.1196","43018087237.5741","47640770634.427","53724663842.5623","54697379017.3332","56546957475.4912",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1457768455.02219","1518773421.37846","1901697369.62698","2609875802.11136","3183637116.81856","3123333333.33333","3423586206.89655","3789321328.08104","4718539771.99949","5516982663.73143","6019805490.41247","5053665797.47936","4602316793.21914","4524217751.47929","4438435492.87908","4577211767.10374","6685595087.59256","8320902215.01891","9418167855.18376","10037674037.674","12778792853.6939","13834219728.293","15518702634.8808","15925521222.0149","17701798890.7644","20853093869.7318","20895314657.9805","19563836265.2233","20150053345.1878","21891923076.9231","21177470978.4411","21369028187.9195","23537637869.377","29601904063.2054","35000480506.5806","37658234050.4912","42874225316.7733","51521903914.5907","58604890874.469","54252213114.7541","56159192758.3285","61615545000.3597","59779802783.3455","65184744717.028","68713294386.2129","60047430684.2639","62174650367.2216","65549868206.9418","71250208995.6425","70195715495.5136","73353132793.7076",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5789128636.62293","5975248851.45482","6527926445.6811","7166275467.65161","7533788133.55753","7958852838.93395","8362398701.58943","9557031605.27512","11771975156.8073","14435700533.368","17003459863.0989","21570076498.6205","31054350977.9784","35854274228.9139","26410909090.9091","23956163076.5575","27474380566.265","28169902669.3784","30204783461.8488","31345148670.5896","27252128626.6281","28064533352.2849","30408509601.8003","34412210812.2783","34308783825.3019","33707320816.3036",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1142503774.61531","1133008225.93178","1304353236.9266","1362079311.89678","1532097039.88419","1957726784.68876","2288759545.30756","2705659766.73845","3246477995.26244","3765226190.92238","4914391079.11142","5665570560.77112","6311194301.7223","7046110595.14546","7176892950.39164","7267563602.6231","6797764074.79822","6547629474.84328","6774193548.3871","6860272608.45211","7371723056.2402","8246521717.44876","10643215078.1581","12160002995.8433","14874147024.2708","18439876056.1978","21027044550.5667","21587740941.5979","28241858488.9155","36845925519.4433","43189526777.5567","51536304807.6803","54903031137.7096","45047964934.2517","45070605746.0194","50440941938.6992","55284360483.1217","55204758069.5124","25586111076.3415",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037150716.33238","2025689536.60705","2379606422.29029","2657247327.3392","2798339768.79755","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21728770055.3777","17788171722.4446","17692341358.1272","16251460689.3254","14824728528.4604","14991283215.7408","19462175321.8224","21765261041.7265","25705296183.5037","26314220188.0257","30180108561.9305","32285388165.2999","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161452678.4383","39147844526.0838","41806219378.6181","41632027599.8531","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103311649248.024","109682728023.112","118096227400.092","119870439113.662","114725065285.149",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.038497","327651487.974965","402460333.247989","523552815.099552","563939670.684242","711922994.25844","735339911.91765","811250927.388123","1000535735.37664","1209898293.39444","1378130995.60185","1205166025.47602","1143229071.83219","1092551781.03673","1037314956.23209","1082851076.49699","1515209588.20845","1839095595.29143","2000674667.1353","2010116851.24167","2481316053.96507","2480598883.85072","2737192565.05576","2574302409.08038","2720310018.90359","3130462610.06703","3137673291.44762","2840175545.06631","2934498443.40672","2906093756.65885","2647885848.5351","2718868306.01093","2968987019.23077","3601321064.55266","4137913500","4203084193.50827","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5367625613.15127","6088808463.25167","5743029680.07195","6555983530.34932","7069616048.89066","6261622101.40908","6472990923.1791","6431314957.07185","7194024563.06094","7423709839.9194","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988348836.471","3408244549.19999","4401189466.14058","6054849884.52656","5439422031.39627","6974960345.3712","8414360656.29632","8709165249.26928","9496684701.43325","9510219299.49557","7745231660.33425","8071480540.86068","9669759987.02633","11456728401.3069","11970233939.8808","11915547262.6561",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.076322","699161943.857103","739286906.851553","759345862.971331","802482182.924192","833563472.162352","900264583.688205","956436931.142347","1031669636.36116","1056391054.5386","1111859569.7715","1199507629.99179","1341590681.58511","1653062347.36254","1917508190.04689","2283049233.28758","2181844193.9254","2358930406.42896","2669755115.50569","3463565881.42486","5201818349.00282","4759333969.85141","4784977348.97042","4686457013.0577","3905938480.82352","3802557894.90614","4347989798.83436","3212900560.80991","3189456961.27972","3175638332.5404","3931334870.74964","3254713056.02171","3714967007.18602","4063298919.2868","3522226902.75861","3838101052.21232","4931861239.07864","4262965281.5836","4401967499.25594","4277903780.29131","4629247090.97816","5438332738.10373","5351701534.15801","6372498719.84613","5064732715.72615","5859269849.14523","6395712392.23682","8524620739.24074","10725137930.8518","9616879571.44509","9982711338.11125","11551819617.6416","11578974887.9668","12423555269.3948","12522957228.1618","11323020828.5844","11848613735.1908","13176313593.5418","13760033096.5122","14104664514.87","13056079982.3887",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47911119.7847694","57829787.2340426","109503546.099291","127190757.959989","141882254.230178","141223029.383064","168514513.375071","189514434.244","215043969.849246","244396761.92334","284874919.577641","322417837.161971","356013395.70854","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870030468.628748","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351596.83753","4109424799.72407","4379136461.83077","4754175869.24027","5300962659.51088","5607762625.14627","3742769967.42798",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","44425424089.7125","49164893255.2405","55582823710.5233","65781993990.6258","79687086013.7955","107907687261.709","201523288248.223","222828199360.451","281690014359.639","327513058376.548","349638130768.409","458974955046.071","594416883179.89","615463717667.995","614555917353.83","622070642482.35","634349949212.34","650889057869.577","668547476659.499","615589157377.24","583498501058.092","605930556171.62","800911182301.428","560573035816.546","612529655573.133","621840913800.168","655962738349.151","739588171284.806","836065935091.983","879599564823.738","860090776003.04","933774267042.785","1046434254163.88","1041162611033.59","1035735994986.57","1148509587312.34","1356617397313.43","1632556868324.53","1908023340461.54","2259022414899","2817719844703.17","2546940628329.36","2964377823720.26","3277957921954.36","3546548065348.39","3497272679138.25","3512645781818.04","3085219089744.76","3095451385571.26","3215246115089.81","3356566979106.12","3394420465551.83","3026265065371.47",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","89025974025.974","81814159292.0354","102500000000","134561403508.772","205139086956.522","263959336734.694","184609157801.418","156159198584.513","184261495828.367","195219789801.479","134550096436.744","147540738281.817","181611549975.804","221400669713.589","261253582805.945","313142768453.485","363157598242.27","500736065605.341","527813238126.278","360073909243.855","410975595310.156","500413483109.175","526502129378.284","600232874042.927","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.87","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1315351183524.54","1171867608197.72","1078490651625.31","1158913035796.37","1222408203104.3","1269433932805.91","1073915880822.5",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","110705600","112279400","114326300","115347500","122824000","131738200","131398500","132440200","136559500","141515800","148346700","151898900","149769600","160407100","172188500","180436300","184840400","182142800","183814300","201510900","213204100","221588900","239462200","244462400",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","329345282315.211","313972714207.554","320653553492.76","343820267240.323","391554216670.253","431955524313.309","447155113289.317","459245368173.75","484828337126.859","541839188222.109","595116805140.246","639936026260.362","716659626449.256","914224889852.078","1162401033816.02","1284418697425.94","1380652330761.2","1548947667076.97","1678862472581.1","1997548367781.84","2358775329698.72","2655400193371.24","2615725332891.33","2525318420268.51","2557222189094.03","2709312967309.51","2808489473037.77","2892656262793.18","3095206843954.55","3163434310090.95","3631677195835.57","3497708542135.94","3680375488405.52","3965924702218.65","4381570526677.77","4958460950499.3","5445446673923.38","5788966513027.49","5669090950632.15","5634836397074.38","6182937909715.09","6324853139563.8","6698900500682.19","7851596404955.25","9493965164930.53","11466715614840.3","13878450529347.7","17654675401285.8","21786298694735.3","22056618142682.8","26576330926057.8","31671307128125.6","25443025238241.2","26922118067747.4","27802360224685","26380350797716.6","26558023228732.3","29186000510333.6","30985606994094.4","31771082836908","30535343464998.7",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3559607241.25816","4707036096.48961","4642018353.67211","3912986090.97363","3765747304.98681","3863621185.97303","3772857145.0248","3709637829.94866","4018365247.44444","4946292774.79046","5682788267.12865","6258600713.82627","6861222331.96317","8336478142.08872","9909548410.82744","9401731495.71661","9407168702.4313","10494632699.3859","9745251126.0109","10817712138.9451","11362272837.8818","10064515432.0265","10672471860.7184","11307058382.3435","12683070061.4695","12606338448.547","12263710122.7645",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494520.141999","343771964.662167","339913833.096246","359772363.262207","395218567.202881","486617332.387405","563683660.31194","538747268.333356","830710615.179954","939227993.66396","1049838492.55759","1222702356.10946","1595423285.64659","1759687480.12117","1538980653.58996","1333739016.7676","1297751826.17367","1232922696.81435","1392205229.93367","1852141546.5912","2090606071.4048","2169027633.3725","2181810275.53995","2681959313.15654","2724101610.71922","2830692638.55831","2818306753.77878","2081864106.44813","2706416623.0592","2780435256.96413","2697102921.51387","2920367497.07602","3440743431.84883","2961476518.21292","3468327017.34025","3908139486.81726","4714051055.35437","5454228770.812","6247496491.29462","6905876385.35306","8156532185.6131","9838404004.93274","10232036863.4247","10689167195.3375","12995113407.2335","12442036265.1484","13242691429.5942","14364937996.8661","13104764333.9941","14026048690.7312","15365714371.3316","17070866299.0945","17280251193.9527","17465392915.9153",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250721821.553678","264579879.784878","295118249.324932","345602025.375393","376094108.475331","474620439.58496","527936988.791275","625573345.532174","793675169.878579","1001300838.32335","1250242107.87969","1243469360.56838","1234518125","1165771369.00625","1101828568.76804","1117835285.50512","1435079200.34957","1751247763.41948","2019474244.19359","2118574772.11136","2547163582.33149","2750041434.26295","3021910216.71827","2709178326.78271","2998570146.54095","3720400535.01945","3822882801.33397","3793418418.41842","4010571223.3396","4121350731.81231","4069515579.07114","4088368978.34589","4470446391.44639","5448415500.17071","6098092551.07125","6416184181.07201","6778324049.68009","7925371475.49959","9090406767.24769","8696366907.4743","9035932122.49768","9638916481.06904","9462238211.48657","10551661176.7831","11626281387.0068","11091434483.5238","11721521912.7202","13221298307.8894","14864712990.1631","15215714309.0974","14647384607.604",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","1297801895.26625","1341062127.49196","1470841952.66822","1496041652.34781","1511686426.4801","1589281273.01303","1649446564.13031","1841492144.52263","2021882072.76861","2118376959.18649","2173187160.95296","2004475041.31247","2216399557.72803","3194851101.85718","3600115347.88297","3812349976.50503","4104619035.12077","4415811913.08581","5093478602.0224","5671769759.40143","5785339062.84662","5926911887.87199","6105882120.4101","6317309959.30556","6356119600.30915","7625975686.7121","9346762512.30295","11328251331.6113","15149052981.6055","21227553396.7079","27189628555.5973","35595770695.8","49621391105.4865","68807734001.2348","94641791001.6316","119005918874.613","155211910339.536","214066045824.676","303064945973.11","370265563525.877","453485739700.801","682950076307.463","1064512391644.48","1430455030916.25","1859638259240.5","2470134941297.48","3529710372326.38","4884300503549.94","5584240602235.38","6572498226863.35","7899425952188.79","113590973920.203","60572254371.4731","63264891867.054","63045306513.9323","60291738934.7783","61449391917.1299","67144726167.9303","68697761477.1818","79852046610.9676",
"Middle East & North Africa (excluding high income)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","23810561532.2858","24818595393.2831","26868450259.3187","29559954296.3693","32796053519.9176","37041383287.5451","42465895767.0378","50670955869.167","67263577202.268","102537620193.715","119311352648.645","147273268494.06","170439112811.206","183192593439.024","228496791098.88","273628597468.491","267035473642.843","306278910030.591","344206010239.055","364417114036.529","397322228082.277","446508813443.302","390483593666.781","358477809926.194","360488214016.18","507139807872.787","262770938785.449","289371637240.769","297115312194.621","318544655265.223","371194030846.822","427896468010.388","452410538638.589","461255140911.52","501592716549.255","532013694132.4","537954639517.417","523457403293.931","571741701363.921","679294294233.768","802026607192.594","929931228587.298","1139887382226.52","1407365033003.49","1372557462068.68","1579524587809.95","1565628375271.21","1699939010902.07","1571815091867.65","1547656462442.83","1385866266853.23","1403896677724.43","1384689900925.74","1320216563622.83","1343535630261.11","1195745981528.4",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984297589.359934","1159869245.92513","1284685050.52413","1707710053.14938","2073234417.68066","2257174480.78597","2721903148.91482","3680711743.77224","4545674527.61096","4159330369.5471","4143033275.88493","4544516982.18263","4087725812.66864","4464260488.58205","4587928884.17142","4052913385.82677","4374128318.58407","4844592066.71174","5504166666.66667","5542674317.06225","4769860740.74074",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401634.154573","925817092.217484","1452165005.2384","1345719472.35883","1180934202.83801","1124440248.9783","1057408588.68269","1136896123.61298","1267997934.3125","1396555719.97409","1595297355.78349","1992066808.09598","2523471532.01083","3414055566.1138","4234999823.30839","5623216448.86852","4583850367.88972","7189481824.07288","10409797649.3063","12292770631.1967","12582122604.1921","12226514722.0861","11619892396.0767","11181350461.4723","11480847745.3187","13178094459.4548","14206359006.8095","13312981594.573",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1284000000","1239000000","1210000000","1061000000","990000000","938000000","939000000","795000000","799000000","729000000","746000000","772000000","832000000","910000000","1230000000","1560000000","1302000000","1182000000","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3633406064.83095","2639953230.54915","2729550591.08977","2796549978.47183","2899922841.66085","3856799844.1609","4648832184.06736","5263877520.08489","5976408043.77265","5656473652.41147","5398568543.63492","5677003239.29386","6303391143.83386","7631120533.36168","8542070109.70903","9176889070.42298","10450843291.2931","12556195188.5962","11914471497.1492","11104648673.0016","14381552432.9494","16350804543.0515","16974320551.0213","17716084107.5888","15950969018.9458","11936999283.1791","13219084261.3664","14845870050.7092","15384701797.9863","14019446610.1963",
